id;numero;ano;orgao;state;status;deadline;score;level;place;why;blockers;opps;url;first_seen;last_seen
3084;899.1/2024;2024;Ministério da Defesa;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISTE SISG Nível Superior - SISG;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3084;21/08/2026;21/08/2026
3082;924/2024;2024;Fundação Nacional de Artes;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;Coordenador de Planejamento;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3082;21/08/2026;21/08/2026
3080;911.2/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;Chefe do Serviço de Gestão de Pessoas - SEGEP (FCE 1.05) da Superintendência Estadual do Ceará;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3080;21/08/2026;21/08/2026
3079;940.1/2024;2024;Fundação Nacional de Artes;encerrado;Inscrições Encerradas;;0;;;;;Analista Administrativo - Coordenação de Gestão de Pessoas;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3079;21/08/2026;21/08/2026
3078;906.1/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;-6;;DLOG/SE;DLOG/SE(-5), órgão-alvo(+2), gratificação técnica(-3);;Pregoeiro-  GSISTE- Nível superior- 1 (uma) vaga;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3078;21/08/2026;21/08/2026
3077;894.2/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE na Coordenação da Informação e Publicação;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3077;21/08/2026;21/08/2026
3075;891/2024;2024;Conselho Nacional de Desenvolvimento Científico e Tecnológico;encerrado;Inscrições Encerradas;;0;;;;;Coordenação-Geral de Engenharias e Tecnologias - CGETE;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3075;21/08/2026;21/08/2026
3073;895.2/2024;2024;Ministério do Desenvolvimento Agrário e Agricultura Familiar;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Equipe do Departamento de Mediação e Conciliação de Conflitos Agrários / MDA;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3073;21/08/2026;21/08/2026
3072;885.2/2024;2024;Agência Espacial Brasileira;encerrado;Inscrições Encerradas;;2;;;espacial(+2);;Composição de Força de Trabalho;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3072;21/08/2026;21/08/2026
3068;880.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Teletrabalho Parcial na Divisão de Qualidade de Vida do MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3068;21/08/2026;21/08/2026
3067;905.1/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;-3;;SAA/SE;SAA/SE(-5), órgão-alvo(+2);;Agente Administrativo - SEAMI (COASS/COGEP/SAA/SE/MS) | Equipe de Análise e Acompanhamento das Relações de Trabalho (COASS/COGEP/SAA/SE/MS) | Cirurgião(ã)-Dentista - Unidade SIASS (COASS/COGEP/SAA/SE/MS) | Equipe de Análise e Acompanhamento das Relações de Trabalho - (COASS/COGEP/SAA/SE/MS) - Movimentação | Terapeuta Ocupacional - VIGIPRO (COASS/COGEP/SAA/SE/MS) | Técnico de Segurança do Trabalho ;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3067;21/08/2026;21/08/2026
3064;879.2/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Teletrabalho Integral na Divisão de Serviços em Gestão de Pessoas do MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3064;21/08/2026;21/08/2026
3063;929.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Compor Força de Trabalho em Gestão de Pessoas (Dimensionamento da Força de Trabalho);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3063;21/08/2026;21/08/2026
3061;877.1/2024;2024;Ministério da Cultura;encerrado;Inscrições Encerradas;;-3;coordenador (1.10);;coordenador (1.10)(+1), nível médio/intermediário(-4);nível médio/intermediário;Coordenador(a) de Articulação Federativa;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3061;21/08/2026;21/08/2026
3060;888/2024;2024;Conselho Administrativo de Defesa Econômica;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Serviço de Informação e Documentação - SIDOC | Protocolo - PROT | Serviço de Informação e Documentação - SIDOC (Cargo de nível técnico ou superior - Arquivista);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3060;21/08/2026;21/08/2026
3059;887.1/2024;2024;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;2 Vagas para GSISTE - Coordenação de Orçamento e Coordenação de Finanças - MCTI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3059;21/08/2026;21/08/2026
3058;882.1/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP para atuar em projetos da Identificação Civil;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3058;21/08/2026;21/08/2026
3056;875.1/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;-3;;SAA/SE;SAA/SE(-5), órgão-alvo(+2);;Analista CDAM (COASS/COGEP/SAA/SE/MS);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3056;21/08/2026;21/08/2026
3055;889.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Composição de Força de Trabalho na Secretaria Nacional do Consumidor (SENACON);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3055;21/08/2026;21/08/2026
3052;871.2/2024;2024;Ministério dos Direitos Humanos e da Cidadania;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;FCE 1.10 junto a Diretoria de Promoção dos Direitos da População em Situação de Rua;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3052;21/08/2026;21/08/2026
3050;868/2024;2024;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISTE - Nível Superior.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3050;21/08/2026;21/08/2026
3049;874.2/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE, Nível Superior - Divisão de Governança de Dados Pessoais;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3049;21/08/2026;21/08/2026
3048;870.1/2024;2024;Fundação Escola Nacional de Administração Pública;encerrado;Inscrições Encerradas;;4;;;políticas públicas(+1), infraestrutura(+1), órgão-alvo(+2);;Analista de Tecnologia da Informação - ATI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3048;21/08/2026;21/08/2026
3047;867/2024;2024;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;FCE 1.07 de Chefe da Divisão de Editoração e Publicações do Patrimônio;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3047;21/08/2026;21/08/2026
3045;876.1/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;-2;coordenador (1.10);SAA/SE;coordenador (1.10)(+1), SAA/SE(-5), órgão-alvo(+2);;Assessor(a) técnico(a) especializado(a) -  SEAMI - COASS/COGEP/SAA/SE/MS | Assessor(a) técnico(a) especializado(a)  - Unidade SIASS (COASS/COGEP/SAA/SE/MS);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3045;21/08/2026;21/08/2026
3044;866/2024;2024;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;FCE 2.01 de Assistente Técnico da Superintendência do IPHAN em Santa Catarina¿.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3044;21/08/2026;21/08/2026
3041;865.2/2024;2024;Instituto Brasileiro de Museus;encerrado;Inscrições Encerradas;;0;;;;;Analista;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3041;21/08/2026;21/08/2026
3035;869.3/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Analista de Negócio;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3035;21/08/2026;21/08/2026
3032;862/2024;2024;Presidência da República;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Divisão de Execução Orçamentária e Financeira de Pessoal (DEOPE);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3032;21/08/2026;21/08/2026
3029;893.2/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;Analista de Negócio | Especialista em UX;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3029;21/08/2026;21/08/2026
3027;860.2/2024;2024;Instituto Brasileiro de Museus;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Equipe técnica da Coordenação de Gestão de Pessoas;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3027;21/08/2026;21/08/2026
3026;931.1/2024;2024;Ministério do Desenvolvimento, Indústria, Comércio e Serviços;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;Chefe da Divisão de Gestão Administrativa, FCE 1.07, da Secretaria-Executiva do CNDI/MDIC;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3026;21/08/2026;21/08/2026
3025;916/2024;2024;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE - Coordenação de Modernização Institucional - MCTI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3025;21/08/2026;21/08/2026
3023;857.1/2024;2024;Presidência da República;encerrado;Inscrições Encerradas;;0;chefia baixa;Brasília;chefia baixa(-3), Brasília(+1), órgão-alvo(+2);;FCE 2.05 - Coordenação de Produção Gráfica (COGRAF);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3023;21/08/2026;21/08/2026
3016;855.1/2024;2024;Presidência da República;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISP Nível Intermediário - Coordenação de Sistemas, Dados e Inovação.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3016;21/08/2026;21/08/2026
3015;896.2/2024;2024;Ministério do Desenvolvimento Agrário e Agricultura Familiar;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Equipe do Departamento de Mediação e Conciliação de Conflitos Agrários / MDA;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3015;21/08/2026;21/08/2026
3014;854/2024;2024;Comando do Exército;encerrado;Inscrições Encerradas;;-2;;Brasília;Brasília(+1), gratificação técnica(-3);;GSISTE - NÍVEL SUPERIOR;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3014;21/08/2026;21/08/2026
3013;859.2/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;0;chefia baixa;Brasília;chefia baixa(-3), Brasília(+1), órgão-alvo(+2);;Chefe de Serviço, FCE 1.05 com PGD parcial na Diretoria de Gestão de Ativos e Justiça no MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3013;21/08/2026;21/08/2026
3012;853.1/2024;2024;Ministério da Defesa;encerrado;Inscrições Encerradas;;-6;chefia baixa;;chefia baixa(-3), gratificação técnica(-3);;GSISP - Tecnologia da Informação (Nível Superior | FCE 2.03;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3012;21/08/2026;21/08/2026
3011;852.1/2024;2024;Fundação Cultural Palmares;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;1 (uma) vaga de Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pú;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3011;21/08/2026;21/08/2026
3009;851/2024;2024;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE NÍVEL SUPERIOR - CGLCD | GSISTE NÍVEL INTERMEDIÁRIO - CGLCD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3009;21/08/2026;21/08/2026
3008;858.2/2024;2024;Ministério da Fazenda;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;COGER - 004 | OUVIR - 006 | AECI - 003 | OUVIR - 005 | AECI - 001 | AECI - 002;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3008;21/08/2026;21/08/2026
3007;850/2024;2024;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE NÍVEL SUPERIOR- CGLCD | GSISTE NÍVEL INTERMEDIÁRIO - CGLCD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3007;21/08/2026;21/08/2026
3006;849/2024;2024;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE NÍVEL INTERMEDIÁRIO - CGLCD | GSISTE NÍVEL SUPERIOR - CGLCD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3006;21/08/2026;21/08/2026
3005;847/2024;2024;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-2;chefia baixa;Brasília;chefia baixa(-3), Brasília(+1);;FCE 1.07 de Chefe da Divisão de Tratamento Documental. CDP/DAFE. Brasília/DF.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3005;21/08/2026;21/08/2026
3003;842.2/2024;2024;Ministério da Integração e do Desenvolvimento Regional;encerrado;Inscrições Encerradas;;0;chefia baixa;;chefia baixa(-3), desenvolvimento regional(+1), órgão-alvo(+2);;1 vaga Chefe da Divisão de Registros da Diretoria de Orçamento e Finanças, FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3003;21/08/2026;21/08/2026
3002;1041.3/2024;2024;Instituto Federal de Educação, Ciência e Tecnologia do Paraná;encerrado;Inscrições Encerradas;;0;;;;;ASSISTENTE EM ADMINISTRAÇÃO ou CARGO CORRELATO | ASSISTENTE EM ADMINISTRAÇÃO ou CARGO CORRELATO | ASSISTENTE EM ADMINISTRAÇÃO ou CARGO CORRELATO | TÉCNICO EM TECNOLOGIA DA INFORMAÇÃO | ASSISTENTE EM ADMINISTRAÇÃO ou CARGO CORRELATO | ENGENHEIRO/ÁREA ou CARGO CORRELATO | ENGENHEIRO DE SEGURANÇA DO TRABALHO ou CARGO CORRELATO | ASSISTENTE EM ADMINISTRAÇÃO ou CARGO CORRELATO | ASSISTENTE EM ADMINISTR;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3002;21/08/2026;21/08/2026
3000;843.3/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;Coordenação-Geral de Inovação de Processos e de Estruturas Organizacionais;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/3000;21/08/2026;21/08/2026
2999;839/2024;2024;Ministério da Cultura;encerrado;Inscrições Encerradas;;0;;;;;EDITAL DE SELEÇÃO DO GABINETE DA MINISTRA N° 01/2024;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2999;21/08/2026;21/08/2026
2996;840.1/2024;2024;Fundação Escola Nacional de Administração Pública;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GAEG NI - Coordenação de Gestão Estratégica e Modernização - Enap;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2996;21/08/2026;21/08/2026
2995;845.2/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;-1;;Brasília;Brasília(+1), órgão-alvo(+2), nível médio/intermediário(-4);nível médio/intermediário;Teletrabalho Parcial na Coordenação-Geral de Pessoas do MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2995;21/08/2026;21/08/2026
2993;838.2/2024;2024;Ministério do Trabalho e Emprego;encerrado;Inscrições Encerradas;;3;;;políticas públicas(+1), órgão-alvo(+2);;Coordenação-Geral de Registro Sindical | Coordenação-Geral de Relações do Trabalho;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2993;21/08/2026;21/08/2026
2990;831.2/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;-1;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2), graduação específica(-4);graduação específica;Servidor assessor (FCE 4.04) em Legislação de Pessoal no MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2990;21/08/2026;21/08/2026
2988;830.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Engenheiro Elétrico (servidor ou empregado público) no MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2988;21/08/2026;21/08/2026
2985;829.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;PGD Presencial na Divisão de Projetos e Inovação em Gestão de Pessoas do MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2985;21/08/2026;21/08/2026
2984;828.1/2024;2024;Ministério dos Transportes;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE NS;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2984;21/08/2026;21/08/2026
2980;;;- Edital N°: 822/2024;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISTE NS- Contabilidade;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2980;21/08/2026;21/08/2026
2974;820/2024;2024;Ministério dos Transportes;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2974;21/08/2026;21/08/2026
2967;823.2/2024;2024;Ministério do Turismo;encerrado;Inscrições Encerradas;;0;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2), graduação específica(-4);graduação específica;Coordenador de Apoio Jurídico;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2967;21/08/2026;21/08/2026
2966;824.1/2024;2024;Ministério da Fazenda;encerrado;Inscrições Encerradas;;-4;chefia baixa;;chefia baixa(-3), órgão-alvo(+2), gratificação técnica(-3);;1 FCE 1.07 (Chefe de Divisão) + 1 GSISTE Nível Superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2966;21/08/2026;21/08/2026
2965;812.3/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;4;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2);;Coordenador, FCE 1.10, na Coordenação-Geral de Estatística e Análise no MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2965;21/08/2026;21/08/2026
2964;813.3/2024;2024;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;-4;;Informática - CAF-SRE/RO;Informática - CAF-SRE/RO(-5), infraestrutura(+1);;Serviço de Recursos Logísticos e Informática - CAF-SRE/RO | Serviço de Contabilidade e Finanças -  - CAF-SRE/RO | Serviço de Gestão de Pessoas - CAF-SRE/RO;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2964;21/08/2026;21/08/2026
2963;819.1/2024;2024;Agência Espacial Brasileira;encerrado;Inscrições Encerradas;;2;;;espacial(+2);;Atuar na Diretoria de Gestão de Portfólio;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2963;21/08/2026;21/08/2026
2961;;;- Edital N°: 811/2024;encerrado;Inscrições Encerradas;;0;;;;;Composição de força de trabalho junto à Diretoria de Programa da Secretaria-Executiva;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2961;21/08/2026;21/08/2026
2958;806.2/2024;2024;Ministério do Turismo;encerrado;Inscrições Encerradas;;4;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2);;Coordenador(a)-Geral de Gestão Estratégica de Pessoas;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2958;21/08/2026;21/08/2026
2957;805.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;GSISTE - Nível Superior - NA COORDENAÇÃO DE PAGAMENTO E EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA DO MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2957;21/08/2026;21/08/2026
2956;803.1/2024;2024;Ministério dos Direitos Humanos e da Cidadania;encerrado;Inscrições Encerradas;;0;;;;;Composição de força de trabalho junto ao Conselho Nacional dos Direitos das Pessoas LGBTQIA+ | Composição de força de trabalho junto à Coordenação de Programas e Projetos | Composição de força de trabalho junto à Diretoria de Promoção e Defesa dos Dir. das Pessoas LGBTQIA+ | Composição de força de trabalho junto ao Gabinete - SLGBTQIA+ | Composição de força de trabalho junto à Coordenação-Geral de;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2956;21/08/2026;21/08/2026
2954;802/2024;2024;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;Coordenação de Contabilidade - MCTI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2954;21/08/2026;21/08/2026
2952;841.2/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-4;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE Nível Intermediário - Coordenação Geral de Normas e Processos (CGNOP) | GSISTE Nível Intermediário - Coordenação Geral de Capacitação (CGCAP) | GSISTE Nível Intermediário - Gabinete da Diretoria de Transferências e Parcerias da União | GSISTE Nível Superior - Coordenação Geral de Capacitação (CGCAP) | GSISTE Nível Superior - Coordenação Geral de Normas e Processos (CGNOP);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2952;21/08/2026;21/08/2026
2949;801/2024;2024;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;01 (uma) vaga para FCE 2.07 - Assistente.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2949;21/08/2026;21/08/2026
2947;844.3/2024;2024;Ministério da Saúde;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Serviço de Articulação Interfederativa e Participativa do Ministério da Saúde no Rio Grande do Sul;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2947;21/08/2026;21/08/2026
2946;804/2024;2024;Ministério do Desenvolvimento, Indústria, Comércio e Serviços;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;Chefe de Divisão - FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2946;21/08/2026;21/08/2026
2945;795.2/2024;2024;Ministério da Cultura;encerrado;Inscrições Encerradas;;-3;;Brasília;Brasília(+1), nível médio/intermediário(-4);nível médio/intermediário;ÁREA  - ADMINISTRAÇÃO PÚBLICA FEDERAL;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2945;21/08/2026;21/08/2026
2944;;;- Edital N°: 794/2024;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;1 (uma) vaga de Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pú;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2944;21/08/2026;21/08/2026
2943;793.3/2024;2024;Ministério da Educação;encerrado;Inscrições Encerradas;;-8;chefia baixa;;chefia baixa(-3), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;Gratificação Temporária das Unidades dos Sistemas Estruturadores da Administração Pública Federal ¿ | FCE 2.05;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2943;21/08/2026;21/08/2026
2942;825.2/2024;2024;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;1;;;infraestrutura(+1);;Técnico Administrativo | Analistas em Infraestrutura de Transportes | Técnicos de Suporte em Infraestrutura de Transportes;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2942;21/08/2026;21/08/2026
2940;798.1/2024;2024;Conselho de Controle de Atividades Financeiras;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;Chefe da Divisão de Administração e Logística - FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2940;21/08/2026;21/08/2026
2939;800.1/2024;2024;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;COMPOSIÇÃO DE FORÇA DE TRABALHO NA COORDENAÇÃO-GERAL DE ARQUITETURA E ENGENHARIA (ARQUITETO);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2939;21/08/2026;21/08/2026
2938;792.1/2024;2024;Ministério da Educação;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;2 (duas) vagas GSISP de Nível Superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2938;21/08/2026;21/08/2026
2935;786/2024;2024;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;FCE 2.02 de Assistente Técnico da Superintendência do IPHAN na Bahia.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2935;21/08/2026;21/08/2026
2934;;;- Edital N°: 785/2024;encerrado;Inscrições Encerradas;;-2;chefia baixa;Brasília;chefia baixa(-3), Brasília(+1);;FCE 2.01 de Assistente Técnico da Coordenação de Identificação - COIDE/CGIR/DPI, em Brasília/DF.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2934;21/08/2026;21/08/2026
2932;783.2/2024;2024;Ministério da Cultura;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;Divisão de Formalização de Projetos e Parcerias - FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/2932;21/08/2026;21/08/2026
